"zone","ID","fam","taxagroup","species","longevity","growth","densityCHAVE","human.influ","tseas","moistwetq","low.w.rad","temp","moistdq","cloud","soil_class","alt.group","phylo"
"Sub-tropics",624,"Pinaceae","Conifer","Abies spectabilis",282,3.28,0.366,10,4562,1.69,128.28,4.3,0.46,112,"Leptosols","High altitude","Abies_spectabilis"
"Sub-tropics",625,"Pinaceae","Conifer","Abies spectabilis",488,NA,0.366,10,5048,1.41,126.52,2.5,0.42,154,"Leptosols","High altitude","Abies_spectabilis"
"Sub-tropics",626,"Pinaceae","Conifer","Abies spectabilis",451,1.64,0.366,18,4987,1.41,126.52,2.8,0.42,143,"Leptosols","High altitude","Abies_spectabilis"
"Sub-tropics",627,"Pinaceae","Conifer","Abies spectabilis",316,2.56,0.366,18,4178,1.41,126.52,9.1,0.42,139,"Cambisols","High altitude","Abies_spectabilis"
"Sub-tropics",628,"Cupressaceae","Conifer","Juniperus recurva",554,1.26,0.483,14,4363,1.83,121.93,5.9,0.38,250,"Cambisols","High altitude","Juniperus_recurva"
"Sub-tropics",629,"Cupressaceae","Conifer","Juniperus recurva",582,1,0.483,22,4351,1.28,123.31,5.7,0.35,260,"Leptosols","High altitude","Juniperus_recurva"
"Sub-tropics",630,"Pinaceae","Conifer","Picea smithiana",327,2.94,0.441,14,4580,1.16,116.34,8.5,0.51,383,"Leptosols","High altitude","Picea_smithiana"
"Sub-tropics",631,"Pinaceae","Conifer","Pinus wallichiana",271,NA,0.385,8,4987,1.04,115.36,-2.8,0.58,361,"Leptosols","High altitude","Pinus_wallichiana"
"Sub-tropics",632,"Pinaceae","Conifer","Pinus wallichiana",289,NA,0.385,17,4814,0.91,114.74,5.5,0.46,257,"Leptosols","High altitude","Pinus_wallichiana"
"Sub-tropics",633,"Pinaceae","Conifer","Pinus wallichiana",259,NA,0.385,14,4625,1,116.57,5.2,0.48,269,"Leptosols","High altitude","Pinus_wallichiana"
"Sub-tropics",634,"Pinaceae","Conifer","Pinus wallichiana",299,NA,0.385,14,4548,1,116.98,7,0.47,256,"Leptosols","High altitude","Pinus_wallichiana"
"Sub-tropics",635,"Pinaceae","Conifer","Pinus wallichiana",259,NA,0.385,22,4727,0.97,116.88,2.9,0.44,271,"Cambisols","High altitude","Pinus_wallichiana"
"Sub-tropics",636,"Pinaceae","Conifer","Pinus wallichiana",694,NA,0.385,17,4554,0.94,116.81,9.8,0.43,223,"Cambisols","High altitude","Pinus_wallichiana"
"Sub-tropics",637,"Pinaceae","Conifer","Pinus wallichiana",199,3.2,0.385,14,4545,0.97,116.88,7.2,0.44,290,"Leptosols","High altitude","Pinus_wallichiana"
"Sub-tropics",638,"Pinaceae","Conifer","Tsuga dumosa",271,3.06,0.405,26,4524,1.08,117.22,10,0.48,220,"Leptosols","High altitude","Tsuga_dumosa"
"Sub-tropics",639,"Pinaceae","Conifer","Tsuga dumosa",392,NA,0.405,22,4537,1.72,117.57,21.3,0.36,345,"Cambisols","High altitude","Tsuga_dumosa"
"Sub-tropics",640,"Pinaceae","Conifer","Tsuga dumosa",436,2.48,0.405,18,4539,1.23,119.01,6.3,0.33,356,"Leptosols","High altitude","Tsuga_dumosa"
"Sub-tropics",641,"Pinaceae","Conifer","Tsuga dumosa",383,5.96,0.405,26,4278,1.6,125.61,7.2,0.39,256,"Leptosols","High altitude","Tsuga_dumosa"
"Sub-tropics",642,"Pinaceae","Conifer","Tsuga dumosa",1141,1.96,0.405,18,4163,1.41,126.52,9.5,0.42,132,"Leptosols","High altitude","Tsuga_dumosa"
"Sub-tropics",643,"Pinaceae","Conifer","Tsuga dumosa",316,3,0.405,18,4178,1.41,126.52,9.1,0.42,139,"Cambisols","High altitude","Tsuga_dumosa"
"Sub-tropics",644,"Pinaceae","Conifer","Tsuga dumosa",295,NA,0.405,18,4138,1.41,126.52,12,0.42,166,"Cambisols","High altitude","Tsuga_dumosa"
"Sub-tropics",645,"Ulmaceae","Eudicot","Ulmus wallichiana",432,2.46,0.44,14,4581,1.14,115.12,8.8,0.45,363,"Leptosols","High altitude","Ulmus_wallichiana"
"Tropics",646,"Cupressaceae","Conifer","Callitris columellaris",250,1.44,0.607,8,5724,0.36,150.34,24,0.14,331,"Calcisols","Lowland","Callitris_columellaris"
"Sub-tropics",647,"Pinaceae","Conifer","Pinus palustris",342,1.06,0.54,46,6055,1.09,93.16,19.3,0.75,81,"Acrisols","Lowland","Pinus_palustris"
"Sub-tropics",648,"Fagaceae","Eudicot","Quercus stellata",141,2.3,0.661,18,5495,1.05,97.34,20.3,0.73,72,"Arenosols","Lowland","Quercus_stellata"
"Sub-tropics",649,"Fagaceae","Eudicot","Quercus lyrata",268,4.08,0.57,18,5477,0.91,97.87,20.2,0.56,78,"Arenosols","Lowland","Quercus_lyrata"
"Sub-tropics",650,"Fagaceae","Eudicot","Quercus stellata",194,1.76,0.661,18,5473,0.91,97.87,20.2,0.56,90,"Arenosols","Lowland","Quercus_stellata"
"Sub-tropics",651,"Fagaceae","Eudicot","Quercus stellata",160,1.78,0.661,14,5002,1.07,100.3,20.9,0.74,91,"Acrisols","Lowland","Quercus_stellata"
"Sub-tropics",652,"Cupressaceae","Conifer","Taxodium distichum",387,2.76,0.42,18,5029,1.1,100.64,20.9,0.7,50,"Lixisols","Lowland","Taxodium_distichum"
"Sub-tropics",653,"Cupressaceae","Conifer","Taxodium distichum",357,2.6,0.42,14,4927,1.09,102.34,21,0.72,82,"Arenosols","Lowland","Taxodium_distichum"
"Sub-tropics",654,"Cupressaceae","Conifer","Taxodium distichum",383,1.86,0.42,22,4510,1.12,105.06,22,0.68,69,"Podzols","Lowland","Taxodium_distichum"
"Sub-tropics",655,"Cupressaceae","Conifer","Taxodium distichum",787,NA,0.42,18,6130,1.11,93.64,19.5,0.9,65,"Acrisols","Lowland","Taxodium_distichum"
"Sub-tropics",656,"Cupressaceae","Conifer","Taxodium distichum",526,1.18,0.42,18,6267,1.14,90.61,19.5,0.97,28,"Gleysols","Lowland","Taxodium_distichum"
"Sub-tropics",657,"Cupressaceae","Conifer","Taxodium distichum",740,NA,0.42,9,6467,1.1,89.25,19.3,0.68,30,"Acrisols","Lowland","Taxodium_distichum"
"Sub-tropics",658,"Cupressaceae","Conifer","Taxodium distichum",562,NA,0.42,14,6313,1,92.22,20.2,0.61,24,"Vertisols","Lowland","Taxodium_distichum"
"Sub-tropics",659,"Fagaceae","Eudicot","Quercus stellata",300,1.5,0.661,14,6006,0.78,93.81,21.2,0.52,29,"Luvisols","Lowland","Quercus_stellata"
"Sub-tropics",660,"Fagaceae","Eudicot","Quercus stellata",314,1.64,0.661,13,6404,0.87,93.07,20.4,0.54,26,"Luvisols","Lowland","Quercus_stellata"
"Sub-tropics",661,"Fagaceae","Eudicot","Quercus stellata",347,NA,0.661,29,6688,0.73,93.66,20.3,0.46,42,"Vertisols","Lowland","Quercus_stellata"
"Sub-tropics",662,"Fagaceae","Eudicot","Quercus stellata",301,1.72,0.661,18,6502,0.67,94.31,20,0.43,39,"Luvisols","Lowland","Quercus_stellata"
"Sub-tropics",663,"Pinaceae","Conifer","Pinus ponderosa",213,NA,0.447,4,5748,0.45,105.97,16.9,0.23,144,"Regosols","High altitude","Pinus_ponderosa"
"Sub-tropics",664,"Pinaceae","Conifer","Pseudotsuga menziesii",519,1.56,0.428,4,5195,0.45,105.97,14.4,0.23,193,"Regosols","High altitude","Pseudotsuga_menziesii"
"Tropics",665,"Pinaceae","Conifer","Pseudotsuga menziesii",439,1.86,0.428,14,1042,1.18,136.63,12.5,0.26,207,"Leptosols","High altitude","Pseudotsuga_menziesii"
"Tropics",666,"Cupressaceae","Conifer","Taxodium mucronatum",286,2.72,0.42,18,1307,1.11,141.07,19.2,0.16,328,"Regosols","Lowland","Taxodium_mucronatum"
"Tropics",667,"Pinaceae","Conifer","Pseudotsuga menziesii",512,2.4,0.428,14,1101,1.18,136.63,13.3,0.26,216,"Leptosols","High altitude","Pseudotsuga_menziesii"
"Tropics",668,"Cupressaceae","Conifer","Taxodium mucronatum",249,2.88,0.42,18,1307,1.11,141.07,19.2,0.16,328,"Regosols","High altitude","Taxodium_mucronatum"
"Sub-tropics",669,"Cupressaceae","Conifer","Pseudotsuga menziesii",372,1.74,0.428,10,5961,0.5,108.65,11.3,0.21,176,"Regosols","High altitude","Pseudotsuga_menziesii"
"Sub-tropics",670,"Pinaceae","Conifer","Abies spectabilis",143,2.48,0.366,14,4525,0.97,116.88,7.5,0.44,301,"Cambisols","High altitude","Abies_spectabilis"
"Sub-tropics",671,"Pinaceae","Conifer","Abies spectabilis",167,3.5,0.366,14,4525,0.97,116.88,7.5,0.44,301,"Cambisols","High altitude","Abies_spectabilis"
"Sub-tropics",672,"Pinaceae","Conifer","Abies spectabilis",211,2.14,0.366,14,4525,0.97,116.88,7.5,0.44,301,"Cambisols","High altitude","Abies_spectabilis"
"Tropics",673,"Pinaceae","Conifer","Pinus merkusii",220,3.66,0.53,26,2492,1.83,122.94,25.4,0.24,312,"Acrisols","Lowland","Pinus_merkusii"
"Tropics",674,"Pinaceae","Conifer","Pinus merkusii",262,3.34,0.53,30,2444,1.59,121.87,25.5,0.22,293,"Acrisols","Lowland","Pinus_merkusii"
"Tropics",675,"Cupressaceae","Conifer","Fokienia hodginsii",979,1.48,0.389,46,1070,1.38,130.56,18.8,0.41,108,"Acrisols","High altitude","Fokienia_hodginsii"
"Sub-tropics",676,"Cupressaceae","Conifer","Chamaecyparis obtusa",1077,1.18,0.49,18,3578,1.64,99.74,13.3,1.15,60,"Cambisols","High altitude","Chamaecyparis_obtusa"
"Tropics",677,"Pinaceae","Conifer","Pinus merkusii",284,4.5,0.53,18,915,1.89,93,19.7,0.7,85,"Acrisols","Lowland","Pinus_merkusii"
"Tropics",678,"Lamiaceae","Eudicot","Tectona grandis",240,4.58,0.601,14,436,1.48,155.34,25.5,0.21,148,"Luvisols","Lowland","Tectona_grandis"
"Tropics",679,"Fabaceae","Eudicot","Boswellia neglecta",56,2.5,0.5,12,1427,0.84,154,18.2,0.27,109,"Leptosols","Lowland","Boswellia_neglecta"
"Tropics",680,"Cupressaceae","Conifer","Fokienia hodginsii",666,NA,0.389,18,2489,1.92,110.67,23.7,0.55,60,"Acrisols","Lowland","Fokienia_hodginsii"
"Sub-tropics",681,"Calophyllaceae","Eudicot","Calophyllum brasiliense",167,5.6,0.589,18,2751,1.38,99.45,21.1,1.09,67,"Cambisols","Lowland","Calophyllum_brasiliense"
"Sub-tropics",682,"Calophyllaceae","Eudicot","Calophyllum brasiliense",76,3.2,0.589,18,2751,1.38,99.45,21.1,1.09,67,"Cambisols","Lowland","Calophyllum_brasiliense"
"Sub-tropics",683,"Pinaceae","Conifer","Pinus arizonica",99,5.54,0.447,14,4002,0.87,118.36,13.6,0.24,249,"Regosols","Lowland","Pinus_arizonica"
"Sub-tropics",684,"Pinaceae","Conifer","Pinus engelmannii",103,5.92,0.447,14,4002,0.87,118.36,13.6,0.24,249,"Regosols","Lowland","Pinus_engelmannii"
"Sub-tropics",685,"Pinaceae","Conifer","Pinus leiophylla",97,4.94,0.46,14,4002,0.87,118.36,13.6,0.24,249,"Regosols","Lowland","Pinus_leiophylla"
"Sub-tropics",686,"Pinaceae","Conifer","Pinus lumholtzii",142,2.94,0.447,14,4002,0.87,118.36,13.6,0.24,249,"Regosols","Lowland","Pinus_lumholtzii"
"Sub-tropics",687,"Pinaceae","Conifer","Pinus durangensis",230,2.7,0.447,14,4002,0.87,118.36,13.6,0.24,249,"Regosols","Lowland","Pinus_durangensis"
"Tropics",688,"Malvaceae","Eudicot","Adansonia digitata",NA,12.04,0.276,7,3917,0.49,155.13,21.4,0.09,519,"Solonchaks","Lowland","Adansonia_digitata"
"Tropics",689,"Fabaceae","Eudicot","Centrolobium robustum",121,5.12,0.701,29,2039,1.28,116.7,21.7,0.7,99,"Cambisols","Lowland","Centrolobium_robustum"
"Tropics",690,"Meliaceae","Eudicot","Cedrela fissilis",80,7.36,0.467,38,2091,1.29,107.42,18.6,0.64,144,"Ferralsols","Lowland","Cedrela_fissilis"
"Tropics",691,"Meliaceae","Eudicot","Cedrela montana",126,NA,0.34,10,496,1.1,119.59,11.6,0.8,10,"Cambisols","High altitude","Cedrela_montana"
"Sub-tropics",692,"Fabaceae","Eudicot","Racosperma cambagei",53,NA,1.083,8,5913,0.37,140.99,21,0.26,191,"Luvisols","Lowland","Racosperma_cambagei"
"Tropics",693,"Pinaceae","Conifer","Pinus oocarpa",116,NA,0.58,30,1100,1.91,144.43,20.4,1.03,67,"Cambisols","Lowland","Pinus_oocarpa"
"Tropics",694,"Pinaceae","Conifer","Pinus oocarpa",278,3.38,0.58,26,1333,1.62,144.21,22.5,0.71,71,"Luvisols","Lowland","Pinus_oocarpa"
"Tropics",695,"Pinaceae","Conifer","Pinus oocarpa",216,2.36,0.58,26,997,1.27,157.85,17.5,0.31,78,"Regosols","Lowland","Pinus_oocarpa"
"Tropics",696,"Pinaceae","Conifer","Pinus oocarpa",67,NA,0.58,30,1154,1.14,159.16,20.9,0.23,151,"Luvisols","Lowland","Pinus_oocarpa"
"Tropics",697,"Apocynaceae","Eudicot","Malouetia tamaquarina",141,3.16,0.527,2,356,1.57,97.67,26,1.23,44,"Gleysols","Lowland","Malouetia_tamaquarina"
"Tropics",698,"Podocarpaceae","Conifer","Podocarpus parlatorei",130,NA,0.428,11,3551,0.84,138.42,17.7,0.14,176,"Leptosols","High altitude","Podocarpus_parlatorei"
"Tropics",699,"Podocarpaceae","Conifer","Podocarpus parlatorei",169,NA,0.428,11,3634,0.96,137.7,17.4,0.16,172,"Leptosols","High altitude","Podocarpus_parlatorei"
"Tropics",700,"Meliaceae","Eudicot","Melia azedarach",121,NA,0.438,10,1725,1.3,101.52,24.4,0.22,200,"Acrisols","Lowland","Melia_azedarach"
"Tropics",701,"Fabaceae","Eudicot","Vachellia erioloba",130,4.64,1.059,4,5608,0.34,157.46,20.1,0.11,427,"Arenosols","Lowland","Vachellia_erioloba"
"Tropics",702,"Fabaceae","Eudicot","Vachellia erioloba",51,5.52,1.059,8,5338,0.34,158,20.1,0.11,462,"Arenosols","Lowland","Vachellia_erioloba"
"Tropics",703,"Fabaceae","Eudicot","Vachellia erioloba",53,9.8,1.059,4,5713,0.34,156.38,20.5,0.12,426,"Arenosols","Lowland","Vachellia_erioloba"
"Sub-tropics",704,"Cupressaceae","Conifer","Sabinella phoenicea",527,1.34,0.55,6,5986,0.42,117.94,15.8,0.05,490,"Calcisols","Lowland","Sabinella_phoenicea"
"Tropics",705,"Meliaceae","Eudicot","Cedrela odorata",45,6.2,0.447,7,542,1.47,84.33,25.6,0.58,90,"Ferralsols","Lowland","Cedrela_odorata"
"Sub-tropics",706,"Euphorbiaceae","Eudicot","Alchornea triplinervia",110,1.54,0.467,41,2975,1.18,98.33,20.4,1.08,78,"Acrisols","Lowland","Alchornea_triplinervia"
"Sub-tropics",707,"Euphorbiaceae","Eudicot","Alchornea triplinervia",125,2.3,0.467,37,3045,1.21,99.61,19.8,1.08,69,"Acrisols","Lowland","Alchornea_triplinervia"
"Sub-tropics",708,"Lauraceae","Eudicot","Nectandra oppositifolia",127,1.6,0.559,41,2975,1.18,98.33,20.4,1.08,78,"Acrisols","Lowland","Nectandra_oppositifolia"
"Sub-tropics",709,"Lauraceae","Eudicot","Nectandra oppositifolia",171,1.4,0.559,35,2840,1.25,98.68,21.1,1.08,62,"Acrisols","Lowland","Nectandra_oppositifolia"
"Tropical",710,"Fabaceae","Eudicot","Hymenaea courbaril",101,7.48,0.792,17,561,1.66,86,25.3,0.52,66,"Ferralsols","Lowland","Hymenaea_courbaril"
"Tropical",711,"Burseraceae","Eudicot","Bursera graveolens",54,10.2,0.32,14,1739,0.3,138.88,24.1,0.06,292,"Arenosols","Lowland","Bursera_graveolens"
"Tropical",712,"Anacardiaceae","Eudicot","Loxopterygium huasango",38,13,0.73,14,1739,0.3,138.88,24.1,0.06,292,"Arenosols","Lowland","Loxopterygium_huasango"
"Tropical",713,"Burseraceae","Eudicot","Bursera graveolens",59,7.8,0.32,14,2164,0.27,138.63,23.1,0.1,227,"Arenosols","Lowland","Bursera_graveolens"
"Tropical",714,"Anacardiaceae","Eudicot","Loxopterygium huasango",47,9.6,0.73,14,2164,0.27,138.63,23.1,0.1,227,"Arenosols","Lowland","Loxopterygium_huasango"
"Tropical",715,"Meliaceae","Eudicot","Cedrela montana",65,4.84,0.34,10,1589,0.54,139.39,24.2,0.09,319,"Cambisols","Lowland","Cedrela_montana"
"Tropical",716,"Lamiaceae","Eudicot","Tectona grandis",361,3.44,0.601,14,496,1.51,149.04,25.9,0.37,243,"Leptosols","Lowland","Tectona_grandis"
"Sub-tropics",717,"Cupressaceae","Conifer","Cryptomeria japonica",1036,1.76,0.4,22,5646,1.76,94.13,13.8,1.26,4,"Cambisols","Lowland","Cryptomeria_japonica"
"Sub-tropics",718,"Cupressaceae","Conifer","Cryptomeria japonica",1020,1.36,0.4,26,5711,1.79,94.38,14,1.26,11,"Cambisols","Lowland","Cryptomeria_japonica"
"Tropical",719,"Cupressaceae","Conifer","Callitris columellaris",203,2.879153076,0.571,4,2023,1.33,158.57,26.9,0.1,265,"Leptosols","Lowland","Callitris_columellaris"
"Tropical",720,"Cupressaceae","Conifer","Callitris columellaris",362,2.196035937,0.571,8,2104,1.32,160,26.6,0.11,278,"Leptosols","Lowland","Callitris_columellaris"
"Tropical",721,"Cupressaceae","Conifer","Callitris columellaris",175,3.936907927,0.571,8,2075,1.32,160,26.8,0.11,275,"Leptosols","Lowland","Callitris_columellaris"
"Tropical",722,"Cupressaceae","Conifer","Callitris columellaris",119,4.266799296,0.571,4,2023,1.33,158.57,26.9,0.1,265,"Leptosols","Lowland","Callitris_columellaris"
"Tropical",723,"Cupressaceae","Conifer","Callitris columellaris",230,2.65982387,0.571,16,3250,1.01,168.8,27.5,0.1,432,"Arenosols","Lowland","Callitris_columellaris"
"Tropical",724,"Cupressaceae","Conifer","Callitris columellaris",150,2.160333535,0.571,8,3230,1.02,169.5,27.6,0.1,429,"Arenosols","Lowland","Callitris_columellaris"
"Tropical",725,"Cupressaceae","Conifer","Callitris columellaris",66,5.60450991,0.571,0,3370,1.09,172.49,26.8,0.11,446,"Leptosols","Lowland","Callitris_columellaris"
"Tropical",726,"Cupressaceae","Conifer","Callitris columellaris",204,3.450319091,0.571,4,3299,1.15,172.37,26.8,0.11,455,"Planosols","Lowland","Callitris_columellaris"
"Tropical",727,"Cupressaceae","Conifer","Callitris columellaris",339,2.234085387,0.571,0,3310,1.09,173.1,27,0.11,417,"Arenosols","Lowland","Callitris_columellaris"
"Tropical",728,"Cupressaceae","Conifer","Callitris columellaris",143,3.869445313,0.571,0,3332,1.11,173.28,27.1,0.11,427,"Arenosols","Lowland","Callitris_columellaris"
"Tropical",729,"Cupressaceae","Conifer","Callitris columellaris",261,2.164181735,0.571,4,2799,0.97,167.99,28.9,0.1,419,"Luvisols","Lowland","Callitris_columellaris"
"Tropical",730,"Cupressaceae","Conifer","Callitris columellaris",271,2.658040534,0.571,4,2826,0.99,167.91,28.6,0.11,434,"Luvisols","Lowland","Callitris_columellaris"
"Tropical",731,"Cupressaceae","Conifer","Callitris columellaris",171,2.869758448,0.571,4,2826,0.99,167.91,28.6,0.11,434,"Luvisols","Lowland","Callitris_columellaris"
"Tropical",732,"Cupressaceae","Conifer","Callitris columellaris",304,1.586280449,0.571,4,3206,0.87,173.68,26.9,0.11,415,"Leptosols","Lowland","Callitris_columellaris"
"Tropical",733,"Cupressaceae","Conifer","Callitris columellaris",394,1.444853292,0.571,8,3051,0.97,173.5,27.5,0.12,431,"Leptosols","Lowland","Callitris_columellaris"
"Tropical",734,"Cupressaceae","Conifer","Callitris columellaris",227,2.555056361,0.571,8,2489,1.34,174.48,26.3,0.16,369,"Arenosols","Lowland","Callitris_columellaris"
"Tropical",735,"Cupressaceae","Conifer","Callitris columellaris",90,8.087422917,0.571,0,3108,1.11,182.15,25.6,0.15,392,"Leptosols","Lowland","Callitris_columellaris"
"Tropical",736,"Cupressaceae","Conifer","Callitris columellaris",361,3.164931457,0.571,0,3082,1.12,183.1,25.7,0.14,387,"Leptosols","Lowland","Callitris_columellaris"
"Tropical",737,"Cupressaceae","Conifer","Callitris columellaris",287,1.79247017,0.571,0,3290,1.01,180.93,25.8,0.12,382,"Leptosols","Lowland","Callitris_columellaris"
"Tropical",738,"Cupressaceae","Conifer","Callitris columellaris",159,2.349523016,0.571,35,2441,1.64,153.92,22.3,0.48,126,"Cambisols","Lowland","Callitris_columellaris"
"Tropical",739,"Cupressaceae","Conifer","Callitris columellaris",160,2.012904652,0.571,4,2347,1.45,155.86,22.4,0.32,221,"Nitisols","Lowland","Callitris_columellaris"
"Tropical",740,"Cupressaceae","Conifer","Callitris columellaris",366,1.321893601,0.571,8,2671,1.29,157.1,21.4,0.29,205,"Arenosols","Lowland","Callitris_columellaris"
"Tropical",741,"Cupressaceae","Conifer","Callitris columellaris",99,2.952244153,0.571,9,2861,1.1,157.6,21.1,0.19,195,"Arenosols","Lowland","Callitris_columellaris"
"Tropical",742,"Cupressaceae","Conifer","Callitris columellaris",378,2.10260745,0.571,9,3183,0.98,158.74,21.4,0.17,205,"Ferralsols","Lowland","Callitris_columellaris"
"Tropical",743,"Cupressaceae","Conifer","Callitris columellaris",256,3.317292308,0.571,4,2046,1.37,156.19,26.5,0.13,316,"Leptosols","Lowland","Callitris_columellaris"
"Tropical",744,"Cupressaceae","Conifer","Callitris columellaris",136,2.67931685,0.571,0,2314,1.35,163.59,26.4,0.12,360,"Leptosols","Lowland","Callitris_columellaris"
"Tropical",745,"Cupressaceae","Conifer","Callitris columellaris",337,2.119309831,0.571,0,2314,1.35,163.59,26.4,0.12,360,"Leptosols","Lowland","Callitris_columellaris"
"Tropical",746,"Cupressaceae","Conifer","Callitris columellaris",141,3.602146145,0.571,4,1690,1.51,146.8,27.5,0.13,397,"Leptosols","Lowland","Callitris_columellaris"
"Tropical",747,"Cupressaceae","Conifer","Callitris columellaris",130,5.116273371,0.571,4,1918,1.4,154.68,27.8,0.11,371,"Vertisols","Lowland","Callitris_columellaris"
"Tropical",748,"Cupressaceae","Conifer","Callitris columellaris",97,4.562761271,0.571,4,1453,1.56,140.21,26.7,0.16,405,"Ferralsols","Lowland","Callitris_columellaris"
"Tropical",749,"Cupressaceae","Conifer","Callitris columellaris",119,2.847393116,0.571,22,2420,1.25,163.24,27.1,0.14,233,"Arenosols","Lowland","Callitris_columellaris"
"Tropical",750,"Cupressaceae","Conifer","Callitris columellaris",87,3.604933063,0.571,13,2404,1.25,163.24,26.7,0.14,232,"Leptosols","Lowland","Callitris_columellaris"
"Tropical",751,"Pinaceae","Conifer","Pinus merkusii",313,2.56,0.53,14,1684,1.32,107.06,24.1,0.23,179,"Acrisols","Lowland","Pinus_merkusii"
"Tropical",752,"Pinaceae","Conifer","Pinus merkusii",328,3.78,0.53,10,1972,1.2,114.26,24.1,0.23,202,"Acrisols","Lowland","Pinus_merkusii"
"Tropical",753,"Pinaceae","Conifer","Pinus merkusii",207,3,0.53,14,2097,1.18,122.58,23.1,0.23,178,"Acrisols","Lowland","Pinus_merkusii"
"Tropical",754,"Pinaceae","Conifer","Pinus merkusii",377,2.08,0.53,26,2271,1.2,123.05,26.2,0.21,213,"Acrisols","Lowland","Pinus_merkusii"
"Tropical",755,"Cupressaceae","Conifer","Taxodium mucronatum",209,3.26,0.42,22,1165,1.46,146.13,23.6,0.33,240,"Luvisols","Lowland","Taxodium_mucronatum"
"Tropical",756,"Cupressaceae","Conifer","Taxodium mucronatum",494,1.94,0.42,22,1261,1.42,145.08,23.6,0.35,287,"Luvisols","Lowland","Taxodium_mucronatum"
"Sub-tropics",757,"Fabaceae","Eudicot","Butea monosperma",87,3.6,0.43,18,4620,1.07,168.81,25.5,0.08,555,"Luvisols","Lowland","Butea_monosperma"
"Sub-tropics",758,"Rubiaceae","Eudicot","Haldina cordifolia",41,4.3,0.59,18,4620,1.07,168.81,25.5,0.08,555,"Luvisols","Lowland","Haldina_cordifolia"
"Tropics",759,"Pinaceae","Conifer","Pinus hartwegii",308,NA,0.48,18,1270,1.16,135.02,8.5,0.26,122,"Regosols","High altitude","Pinus_hartwegii"
"Tropics",760,"Fabaceae","Eudicot","Albizia niopoides",100,10,0.555,18,397,1.65,139.55,16.4,1.05,37,"Leptosols","Lowland","Albizia_niopoides"
"Tropics",761,"Fabaceae","Eudicot","Schizolobium parahyba",24,20.4,0.58,26,758,1.41,97.08,25.9,0.48,111,"Ferralsols","Lowland","Schizolobium_parahyba"
"Tropics",762,"Fabaceae","Eudicot","Schizolobium parahyba",33,18.86,0.58,26,758,1.41,97.08,25.9,0.48,111,"Ferralsols","Lowland","Schizolobium_parahyba"
"Tropics",763,"Meliaceae","Eudicot","Cedrela odorata",84,10.96,0.447,26,758,1.41,97.08,25.9,0.48,111,"Ferralsols","Lowland","Cedrela_odorata"
